n_agree,n_ans,n_article,n_ask,n_collection,n_editlog,n_followee,n_follower,n_thanks,n_topic,answerer_id
39,16,0,7,4,12,65,17,15,6,huang-xiao-ni
13,4,0,0,0,0,7,0,1,10,huang-xiao-tian-7
0,0,0,0,21,0,4,0,0,11,huang-xiao-wai
8,5,0,0,0,1,3,18,6,20,huang-xiao-wei-82
0,3,0,0,0,0,3,1,1,9,huang-xiao-yu-63
6,8,0,12,3,27,91,29,2,12,huang-xiao-yu-98
5,4,0,1,0,0,8,7,0,8,huang-xiao-zheng
0,3,0,0,2,0,19,18,1,1,huang-xin-89
1538,91,0,10,0,29,219,6111,677,67,huang-xin-99
6,4,0,0,0,0,2,2,1,9,huang-xin-yan
0,2,0,2,3,1,12,2,0,12,huang-xing-13
1,3,0,0,0,0,11,3,1,16,huang-xing-41
53,10,0,0,0,0,11,43,13,5,huang-xing-guo
1,3,0,0,0,0,3,1,4,13,huang-xing-jun
13,10,0,3,1,4,3,5,5,8,huang-xu-42
31,10,0,3,1,6,42,45,11,2,huang-xu
0,1,0,2,0,1,3,3,0,40,huang-xuan-ya
0,0,0,0,0,0,0,0,0,0,huang-xue
1458,49,1,18,17,36,130,1612,631,14,huang-xun-82
0,2,0,0,0,0,93,8,2,5,huang-xun-yu
53,22,0,6,1,14,71,222,22,1,huang-ya-meng-59
0,1,0,0,0,0,1,2,1,0,huang-ya-shan
0,2,0,2,0,0,3,1,0,8,huang-yan-6-25
4,3,0,0,1,1,49,18,2,58,huang-yan-88
46,30,0,0,3,0,4,21,13,7,huang-yang-64
0,0,0,0,16,0,67,0,0,35,huang-yang-93
0,1,0,0,0,0,9,2,0,21,huang-yao-99
3,3,0,0,0,0,8,5,1,0,huang-yi-4
3,3,0,0,1,0,19,3,0,3,huang-yi-99
36,16,0,2,0,1,6,47,16,129,huang-yi-er
7,12,0,0,1,0,4,32,4,5,huang-yi-fan
3,22,0,1,0,4,8,7,3,23,huang-yibing
93,9,0,5,0,2,52,105,49,6,huang-yikun
1,2,0,1,0,4,3,1,1,14,huang-ying-hui
8,14,0,1,0,6,7,5,4,1,huang-ying-jie
53,9,0,9,5,31,76,2,7,6,huang-yong-bin
1265,761,0,17,1,13,10,623,429,1,huang-yong-gang
0,1,0,1,0,0,2,0,0,7,huang-you-mian-bao
94,14,0,4,0,7,0,19,41,8,huang-yu-63
0,6,0,2,0,4,10,5,1,3,huang-yu-lin-25
25,14,0,6,1,36,119,32,10,18,huang-yu-ming
0,0,0,0,3,0,4,4,0,9,huang-yu-peng
36,14,0,2,3,3,64,24,9,24,huang-yu-yuan
23,9,0,2,2,10,9,10,12,1,huang-yuan-fei
34,11,0,4,1,14,224,101,11,3,huang-yuan-jie
16,11,0,8,4,41,34,9,8,1,huang-yuan-xiang
5,1,0,0,0,0,2,0,1,5,huang-yuan-yuan
5,6,0,3,5,10,50,17,2,5,huang-yue-43
2,6,0,5,2,7,53,23,0,50,huang-yue-long
2,4,0,2,1,2,33,24,0,2,huang-yue-xiang
1,5,0,1,0,0,11,7,0,6,huang-zai-jie
0,0,0,0,0,0,0,0,0,0,huang-zan-hua
402,31,4,12,3,109,110,77,24,38,huang-ze-kai
6,11,0,3,0,3,3,3,0,5,huang-zeng-jie
30,9,0,0,0,0,10,12,18,11,huang-zhan-xiong
3,3,0,3,1,5,4,4,1,2,huang-zhe-50
0,1,0,0,0,0,2,0,0,1,huang-zhen-27
1,3,0,0,0,0,11,4,0,10,huang-zhen-33
76,80,0,9,19,21,304,38,32,10,huang-zhi-93
4,4,0,2,9,0,85,24,2,1,huang-zhi-fei
242,84,0,11,1,14,16,574,101,4,huang-zhi-gang-62
2,2,0,0,0,0,3,0,1,12,huang-zhi-hui-55
0,0,0,0,0,0,0,0,0,0,huang-zhi-jian
5,4,0,6,5,84,94,13,4,2,huang-zhi-ming-47
1,1,0,2,0,1,17,10,5,7,huang-zhi-shen
1,5,0,1,0,2,17,6,3,21,huang-zhong-yi-88
0,1,0,0,0,0,2,0,0,7,huang-zhu-xi
4,3,0,1,0,1,2,3,1,5,huang-zhuo
1,4,0,0,0,0,3,2,0,8,huang-zi-han
0,1,0,6,0,10,5,5,0,5,huang-zi-jian
1,3,0,0,2,1,3,2,1,5,huang-zong
42,41,0,8,2,23,186,49,7,3,huangbc
5,18,0,1,0,2,177,140,9,6,huangbo
102,37,0,28,6,129,81,31,25,9,HuangChukun
0,3,0,0,0,4,5,6,0,0,huangdang
19,23,0,17,0,62,78,4903,13,11,huangdoc
85,28,0,6,1,25,33,480,28,1,huangdong
904,59,0,6,0,106,123,247,194,30,huangfuyingjian
32,42,0,0,0,0,126,246,26,73,huanggaoqin
114,15,0,0,5,0,272,88,45,6,huanggogo
5,32,0,0,0,0,1,6,12,1,huanghanzhao
2,5,0,1,0,2,13,6,0,38,huanghuaguo
0,7,0,2,0,3,116,13,0,2,huangjie
112,20,0,11,4,16,29,48,34,1,huangjie919
6,3,0,0,0,0,6,19,0,12,huangjin
95,24,0,0,2,0,80,256,19,8,huangjun
77,34,0,2,0,9,13,110,40,35,huangk
0,1,0,1,0,0,16,5,0,52,huanglg
0,5,0,1,0,0,1,1,1,5,huangli
0,5,0,5,3,3,47,8,0,6,huanglu
1,4,0,1,0,3,34,10,0,1,huangmiao
810,259,0,4,3,120,262,1225,240,2,huangpingwei
209,115,0,21,0,64,466,356,87,1,huangqiuli
1082,136,3,5,9,18,213,166,252,17,huangquanneng
13,7,0,1,0,0,3,65,5,2,huangrang
928,117,0,74,4,253,126,617,348,55,huangruo
877,238,0,36,0,257,136,246,103,22,huangshaofeng
30,5,0,2,0,3,0,19,19,25,huangshengli
0,3,0,1,0,3,29,14,0,11,huangsuqin8080
0,0,0,0,3,0,0,1,0,1,huangxc
0,0,0,15,33,132,302,23,0,35,huangxiaohua
3,7,0,0,2,0,10,1,1,20,huangxiaotao
16,19,0,14,2,101,96,45,4,15,huangxiuchuan
22,3,0,3,1,14,13,1,1,15,huangyaoshi
1,4,0,1,0,3,5,23,2,22,huangyong
11716,105,51,6,3,42,118,4882,1891,5,huangyoucan
0,0,0,1,0,1,5,0,0,6,huangyu
357,3,0,0,0,0,2,108,78,2,huangz
0,4,0,0,0,0,2,1,0,13,huangzbin
0,5,0,0,0,0,9,8,0,11,huangzw
4,5,0,0,3,0,6,3,2,15,huanle0610
6,5,0,0,1,2,9,2,1,20,huansky
12,4,0,0,4,0,7,2,2,7,huanyunz
0,2,0,0,3,0,1,4,1,1,huarui
58,30,0,3,11,13,124,18,7,3,huawuhen
2,2,0,0,0,0,82,16,1,172,huawuyou
4,10,0,2,4,6,25,12,2,2,huazai213
6,3,0,2,1,2,13,89,6,37,huazhengan
5,14,0,1,1,1,105,63,2,26,hubei
2,3,0,0,0,0,8,1,2,4,hubin
126,15,0,2,1,1,69,309,24,2,hubing
1,1,0,0,0,0,2,0,1,7,hubo0723
2946,163,17,19,6,69,233,4078,548,20,huche
0,6,0,2,1,4,25,19,1,3,hudejun
18,7,0,0,2,0,76,52,6,2,hudichao
86,11,0,2,0,9,37,147,33,51,hudong
0,0,0,2,10,2,38,17,0,5,hufangjing
0,6,0,4,0,9,119,25,4,10,hufu
36,32,0,14,12,50,25,19,15,7,hugebear
0,3,0,0,1,0,15,17,2,23,hugh-81
0,2,0,0,0,2,10,4,0,6,hugh.liu
54,15,0,2,1,5,153,30,13,9,hughfrakes
204,28,0,18,21,132,360,888,36,44,hugleecool
10,7,0,0,2,0,79,7,2,8,hugo-21
25,7,0,0,0,0,3,10,2,100,hugo-7
506,16,0,2,0,9,81,764,124,38,huhaitao
1,4,0,1,0,1,1,0,0,8,huhuTora
9,1,0,1,0,8,3,0,1,7,hui-ai
0,0,0,0,0,0,0,0,0,0,hui-er
0,3,0,0,0,0,2,1,0,5,hui-fang-77
0,0,0,2,1,4,4,0,0,26,hui-ge-19
160,79,0,3,2,9,49,75,56,56,hui-hui-30
2,7,0,1,0,1,12,19,0,7,hui-hui
5,1,0,1,0,0,15,3,1,7,hui-teng
1,2,0,0,0,0,14,15,0,5,hui-ying-ying
2,44,0,4,1,7,41,15,4,16,hui-yuan-jia-luo
1,4,0,0,0,0,6,4,4,11,hui-zi-19
7,11,0,0,6,2,62,28,6,11,HuichengZhou
2,7,0,0,0,2,5,3,0,20,huida
277,85,1,183,16,1438,133,91,107,4,Huining-Lee
28,42,0,0,15,0,40,23,8,27,huiris
68,4,0,1,0,1,115,85,11,30,huisjames
1,2,0,0,1,0,697,81,0,128,hujia
1,7,0,20,0,13,124,0,3,26,hujia110
224,44,0,4,16,18,113,27,36,10,hujianxin
13,27,0,17,1,49,146,47,6,35,hujiayan
8,9,0,3,0,3,39,14,3,25,hukejia
24,29,0,1,22,7,6,35,12,16,hulhut
0,5,0,0,0,1,1,1,0,14,huliao
17,7,0,2,3,12,64,119,4,21,hulongfei
0,3,0,0,0,0,24,0,1,7,hulu
29675,86,61,192,38,13888,1092,24988,2510,189,huma
0,0,0,0,0,0,60,4,0,4,huminmin
2,2,0,0,1,0,2,2,1,2,humphrey
28,18,0,2,20,2,88,3,4,18,humyna
388,31,0,19,1,193,47,375,140,18,hunan76
1,3,0,0,1,1,587,22,0,7,hunk-shen
15,15,0,5,0,13,100,64,5,2,hunk
74,100,0,4,1,9,65,36,30,17,hunterli
2,5,0,1,6,3,13,5,1,1,huo-di
63,9,0,2,0,3,24,58,21,12,huo-fu
163,48,0,74,6,854,64,63,55,4,huo-huo-huo
8,2,0,1,2,1,11,3,3,15,huo-jian-hui
26,11,0,2,0,2,231,36,9,2,huo-kan-kan
2,2,0,0,0,0,3,3,0,8,huo-mu-mian
2,3,0,0,0,0,3,0,0,15,huo-ran-39
0,1,0,5,0,4,12,7,0,0,huo-xiao-jia
8,2,0,1,6,1,54,4,0,13,huo-xing-hui
2,3,0,0,0,0,2,5,1,21,huo-xing-ren-82
1,1,0,0,0,0,2,1,0,2,huo-yan-33
1,2,0,0,0,0,2,0,0,5,huo-you-min
20,14,0,5,1,15,935,56,11,12,huobf
232,17,0,1,0,3,89,55,68,21,huoda
1,2,0,0,0,0,5,3,0,0,huofo
0,1,0,0,0,1,5,2,0,3,huoni
85,4,0,0,0,0,1,38,29,2,huosoliton
6,8,0,5,6,29,190,23,2,21,huotuotuofly
324,73,0,37,1,253,90,477,106,6,huozb
26,10,0,2,0,5,4,3,10,8,hupoboy
7,11,0,4,2,16,83,60,8,5,hupose
2,3,0,2,0,5,13,14,3,0,huqian
11,2,0,0,42,0,11,12,13,4,huqiwen
107,123,0,28,0,140,82,58,33,2,hurri
0,2,0,0,0,0,80,4,0,7,hurtlocker
81,9,0,0,1,0,39,30,23,5,hushizhen
112,21,0,4,2,12,201,398,27,4,hushuqi
26,6,0,1,0,0,11,40,11,4,hust
7,8,0,0,0,0,5,13,2,13,hustcom
6888,130,39,56,0,488,165,7740,1787,9,hutianyi
37,19,0,0,0,0,10,4,12,18,hutop
8,17,2,7,1,15,19,19,1,4,huturen
0,1,0,0,0,0,1,4,1,16,huxd
4,4,0,0,0,0,1,6,4,1,huxin
2,7,0,3,0,13,1082,376,1,1,huxingku
401,49,0,2,1,38,178,174,109,3,huyibuct
12,3,0,0,0,0,32,10,6,1,huyiyuraul
5,15,0,4,0,9,32,21,7,8,huyong
0,1,0,3,0,0,60,6,3,14,huyuxing
3,4,0,1,0,0,15,8,2,5,huzhang
63,16,0,0,0,0,4,297,18,1,huzhenghui
6,8,0,3,0,10,74,24,1,2,huzhengquan
6,12,0,2,0,5,17,22,2,9,huzii
6,10,0,3,1,11,201,73,1,15,huzishu
568,27,0,12,1,233,708,103,148,41,hvvw
520,181,17,16,0,28,28,253,183,6,hwdlc
0,1,0,2,0,4,12,0,0,2,hwingh
14,14,0,6,2,5,85,1,3,12,hwton
148,69,0,2,2,27,51,118,58,17,hxaohan
8,3,0,0,0,0,9,6,2,6,hxdw
4,9,0,3,1,4,3,3,6,1,hxwolf
2,16,0,1,0,2,6,11,2,9,hy05190134
7,5,0,1,3,2,26,25,6,15,hyanteng
0,0,0,0,0,0,6,5,0,1,hycl2000
6957,236,10,15,4,125,254,2691,1280,8,hydelee109
180,4,0,5,0,46,149,216,53,22,hyj1010
16,42,0,4,0,7,24,40,4,21,hyjkkk
70,34,0,2,0,15,12,28,27,1,hymhw
42,30,0,17,2,55,6,4,6,3,hyn525433
9775,78,2,99,1,1290,1114,73934,2252,124,hynuza
318,55,1,15,10,82,26,49,90,6,hypo2014
2,3,0,5,0,6,21,28,0,6,hypon
14,5,0,1,8,1,106,27,6,4,hythyt9898
1085,98,0,20,1,223,17,110,160,4,hyue
66,6,0,0,5,0,17,3,10,41,Hyunren
1,1,0,1,1,3,31,6,0,2,hz251
1314,51,0,2,0,11,103,139,206,33,HZAU
0,1,0,0,0,0,1,2,1,6,hzhao
141,16,0,3,0,0,40,499,46,13,hzqian
0,2,0,0,0,0,36,38,0,16,hzShuang
3,4,0,4,0,8,5,23,1,1,hzwangxi
72,168,0,28,4,436,105,81,35,6,i-first
72,108,0,14,1,17,53,44,30,54,i.joymvp.com
77,13,2,37,9,175,54,82,30,9,i458
6428,49,7,85,13,63988,524,2534,2050,65,i7xh
210,16,0,2,1,6,123,152,48,6,iafei
764,55,8,35,6,140,273,73164,255,13,iAladdin
31,23,0,2,1,11,95,187,9,44,iamahe
0,1,0,0,0,0,6,1,0,0,iamancys
198,28,0,3,0,8,62,25,31,5,iamet
2071,347,1,278,1,1513,385,1081,446,48,iamin
5,13,0,9,0,17,129,235,7,28,iamlijing
1051,80,0,22,9,128,131,762,243,4,iammutex
169,83,0,5,4,32,61,81,49,9,iamsdx
0,1,0,0,0,0,2,2,1,2,iamseo
10,11,0,1,0,5,61,36,3,3,iamsonic
11,11,0,11,6,21,53,8,1,17,iamsujun
46,9,0,1,7,9,51,16,12,15,iamxt
1,4,0,6,0,36,0,74,2,5,iamyanmo
513,54,0,2,8,3,198,213,71,16,iamzhangdabei
5,9,0,0,0,0,59,26,2,15,iam_ocean
0,0,0,0,28,0,5,0,0,4,ian-2
54,17,0,2,4,5,14,55,26,3,ian-yan
335,40,0,3,6,12,44,134,93,2,iandyh
1,2,0,0,0,0,8,12,0,12,iant
0,0,0,1,0,1,1,0,0,1,ianzhou
49,5,0,0,0,0,0,9,27,5,ibelieve
213,93,0,5,3,30,259,217,55,42,iblacksun
1,4,0,2,0,1,24,75,1,2,ibooker
2,4,0,0,0,0,6,5,2,40,iBritney1966
29,39,9,17,2,76,41,88,10,2,ibusiness
8,7,0,1,1,3,24,11,5,1,icaizi
1,9,0,1,3,0,11,7,3,1,icalm
129,20,0,0,0,4,106,36,30,34,icanc
67,12,0,5,1,13,57,45,29,3,icarian
0,2,0,2,0,5,8,17,0,11,icavy
1,1,0,1,1,0,5,1,0,1,ice-zhao
0,1,0,0,2,0,15,1,1,9,iceafish
17,27,0,4,1,11,120,70,9,21,icebeta
144,64,0,0,0,0,9,114,58,2,icecreamliker
0,2,0,0,0,0,2,8,0,14,icellen
58,20,0,10,4,60,46,49,16,66,icenc
9,7,0,1,0,2,28,38,5,1,iceorange
1437,69,0,9,8,21,277,1306,538,45,iceskysl
15,12,0,9,4,51,5,6,6,152,icewings
261,61,0,20,12,112,711,210,88,95,ichabod
15,19,0,10,7,25,102,19,9,66,icharliesu
0,0,0,0,0,0,0,0,0,0,iching
0,0,0,7,0,42,9,0,0,9,ichris
0,2,0,0,0,0,16,9,1,3,icitymix
6,6,0,0,1,0,22,15,1,2,iclumsy
11,7,0,2,0,8,47,508,2,4,icondoctor
417,48,0,4,0,58,278,525,189,56,icoovoo
2,6,0,4,1,1,42,9,2,2,icyflyer
107,24,0,0,2,0,37,61,39,13,icygong
735,7,1,0,7,21,256,112,146,37,icywater
15431,39,3,13,0,111,131,79510,4485,7,id47
0,1,0,1,0,1,70,2,0,3,idanceyang
1,3,0,2,6,8,53,13,1,4,idealjay
55,7,0,5,0,16,7,18,25,17,ideapress
40,5,0,0,0,0,11,177,15,1,IDMer
4,3,0,0,1,0,3,1,2,8,iDog
3,2,0,0,0,0,52,23,0,2,idonguo
5814,171,0,40,10,132,67,5155,986,13,idxy
7,1,0,1,0,1,31,8,1,7,idzhuang
119,7,0,6,2,10,100,12,61,1,ieciyou
17,22,0,4,0,7,9,10,3,3,iedu
34,28,0,0,14,0,295,20,6,54,ievanz
16,31,0,17,0,135,59,17,9,28,ievil4emperor
1,6,0,1,0,0,11,3,0,3,ifhappy
8,3,0,0,0,0,2,8,0,5,ifiii
0,1,0,1,0,0,5,10,0,1,ifind
0,2,0,1,1,0,31,11,0,3,ifyian
34,45,0,2,0,9,48,45,20,7,iGary
1963,269,5,19,13,61,79,331,270,7,igaves
3,6,0,1,0,6,4,0,3,3,igeekes
0,6,0,2,0,4,4,8,2,4,igeliang
2,4,0,11,0,29,59,12,3,57,igreenee
1,1,0,1,0,0,6,4,0,6,iguo
0,1,0,2,1,2,4,0,1,7,igyz
19,9,0,1,1,4,182,60,6,1,ihacku
5854,174,0,47,23,447,589,1785,2178,52,ihaozi
27,5,0,41,8,161,104,49,4,11,ihayden
66,27,0,6,1,23,34,67,29,13,ihead
0,1,0,0,0,0,0,0,0,15,ihome
2,1,0,0,0,0,2,8,1,0,ihuxi.info
683,54,0,1,2,5,434,71,119,94,iian
204,9,0,0,1,0,15,212,91,5,iifksp
10,14,0,7,11,22,348,50,1,40,iiiweb
758,8,0,1,0,5,27,266,340,15,iivansa
27,8,0,10,7,30,59,9,10,20,ijessie1102
2,5,0,0,2,0,7,2,2,11,ijoyce
2028,29,0,6,9,18,144,408,520,8,ijunfei
34,2,0,2,0,7,22,13,10,11,ikan-see
225,191,0,3,0,21,19,313,110,18,ikaws
6,21,0,1,0,0,5,5,4,7,ikimi
36,29,0,1,2,3,5,12,2,2,ikino
1,7,0,0,8,0,19,3,0,2,ilch
3,4,0,15,0,14,4,4,3,1,ilhcforever
717,96,0,2,2,5,38,427,359,4,iLio
20,6,0,0,7,0,153,9,14,55,iliuling
468,2,0,1,8,9,28,177,233,1,illousion
3495,40,4,73,3,544,18,1262,887,3,illumi
1,2,0,3,19,32,65,64,0,20,ilove
42,15,0,2,5,4,58,9,8,6,ilovese7en
1,6,0,0,1,0,22,2,0,4,ilpyy2006
705,59,0,5,1,30,71,70,111,13,iluili
38,13,0,0,0,0,4,2,5,6,ilysm
1328,187,1,13,0,39,82,261,411,5,imajeason
0,2,0,0,2,0,3,0,1,13,imalter
23,17,0,3,3,10,6,5,14,6,imani
3,6,0,1,0,0,15,4,1,1,imaple
0,1,0,0,10,0,19,13,0,4,imarco
1,2,0,0,1,0,4,2,0,3,imbenbird
21,19,0,1,0,4,36,24,8,2,imcake
133,55,0,14,6,42,148,97,41,20,imchaos
12,15,0,7,0,7,32,35,6,4,imczq
0,4,0,0,0,0,1,2,0,8,imdemo
2,5,0,1,1,2,80,4,0,9,iMenng
7,3,0,0,3,0,13,37,3,1,imey
4,6,0,0,0,15,79,18,5,33,imgio
2,1,0,2,0,5,2,0,1,5,imguang
30,5,0,5,20,21,33,13,9,38,imhotep
40,14,0,2,1,0,49,5,8,2,imhven
4,3,0,0,1,0,2,3,0,30,imimi
5,6,0,1,2,1,65,12,3,1,imine
2909,7,0,0,3,0,3,1883,1196,1,imissangle
0,4,0,0,0,0,191,25,0,142,imjaunty
37,13,0,1,4,4,70,72,7,20,imkeke
0,2,0,1,1,0,1,0,0,1,imlbh
18,4,0,4,8,17,16,85,5,3,imliony
1382,271,0,0,3,0,27,774,387,3,imliwenjie
1,3,0,3,0,2,73,28,2,1,imluzh
6,18,0,5,4,2,73,18,8,4,imoook
70,42,0,6,7,14,59,65,26,11,impony
4,5,0,5,0,7,0,8,0,0,impres
14,13,0,4,0,17,19,13,7,25,imr3
2,2,0,0,0,13,293,79,0,4,imr9
0,2,0,2,0,0,18,13,0,3,imrwong
1,4,0,1,2,1,24,13,3,1,imsail
5,5,0,3,2,10,13,2,0,54,imsuwj
26,17,0,3,1,12,46,18,11,3,imswan
88,41,0,1,0,3,6,98,28,1,imufeng
14,1,0,0,4,0,10,3,1,0,imuge
29,24,0,3,0,9,79,61,15,15,imweili
598,96,2,20,10,53,339,195,217,51,imwoody
32,33,0,1,1,6,511,66,11,93,imxiaobo
165,30,0,2,7,4,31,101,67,10,IMY3
28,40,0,11,2,50,0,10,12,44,imyeah
167,67,0,6,0,35,279,185,43,155,inaxu
2,5,0,1,1,2,6,8,0,45,ince08
9,6,0,0,1,0,204,24,4,21,inckio
0,4,0,0,0,0,57,11,0,2,includedhj
8,5,0,0,2,0,73,16,3,22,indigo
7,10,0,4,1,7,53,6,0,41,iNeo
49446,126,10,18,8,119,448,35388,9508,34,inferiorlove
2,7,0,2,0,5,30,19,1,19,ingfree
0,1,0,1,0,0,2,26,1,8,ingres-geng
95,86,0,3,5,8,269,14,28,71,inkelz7
23,52,0,10,1,49,24,5,15,1,inker
19,15,0,1,3,5,143,12,8,7,inlost
431,35,0,3,1,14,196,916,102,11,inmay
1,6,0,5,1,9,13,12,2,8,innodb
824,39,0,9,0,37,126,57,170,18,innofact
0,1,0,0,1,0,33,4,0,1,inoir
4,4,0,0,0,0,3,9,2,8,insect
257,22,0,1,13,3,266,69,55,72,Insomnia-ms
318,177,0,16,1,116,53,53,108,38,instein
2,2,0,2,0,6,6,1,1,2,insula
14204,2387,6,220,29,1170,517,1464,2132,73,interjc
516,28,0,3,17,27,151,227,184,3,internationalpimp
0,3,0,0,0,0,4,0,0,9,intheair
1,10,0,1,0,0,13,9,2,1,introject
4,18,0,3,0,4,14,28,6,18,inzaghi
167,75,0,83,40,527,226,219,57,41,Iori
0,1,0,1,0,2,4,4,0,2,ipainful
4,6,0,0,2,0,23,10,0,22,ipat
100,18,0,1,1,2,53,14,16,12,ipdf
194,38,0,0,3,0,42,44,47,4,ipengxh
0,1,0,0,0,0,4,3,0,1,iphoner
59,70,0,26,0,105,36,19,18,4,iphones
29,17,0,0,1,0,11,5,9,1,iplain
7906,157,39,18,0,30,390,18977,1662,64,iplawyer
0,2,0,0,0,0,1,1,0,2,ipv6
0,2,0,2,1,19,49,139,0,8,iqdiqdiqd
1,2,0,0,1,0,6,2,0,11,iQQ360
1,13,0,7,0,16,62,8,2,8,irene-7
5551,167,0,0,0,0,14,1284,1332,9,irenezh
0,1,0,0,1,0,52,19,1,1,iris-m
446,220,0,4,0,14,32,205,95,11,iris-zhou
46,5,0,0,0,0,105,182,8,6,iris
12,2,0,0,1,0,1,3,5,35,iris77
21,15,0,9,0,19,3,8,1,2,iristea
2,3,0,0,0,0,19,2,2,9,irollen
13,14,0,0,0,0,5,19,5,14,ironfeet
0,1,0,0,0,0,17,2,1,4,iRoy930
21,17,0,5,1,34,23,20,10,33,isaa
12,12,0,2,0,8,83,82,10,12,isaacchen
4,0,0,0,1,1,0,11,0,4,isaacyc
17,3,0,0,1,0,38,6,9,2,isabella-95
15,2,0,0,0,0,9,17,5,0,isabella_pp
3,2,0,0,0,0,3,2,0,0,isaiah
757,7,0,6,1,19,96,54,215,1,Iscca
24,24,0,7,2,15,11,14,10,16,iscuen
121,49,0,1,3,5,126,170,38,10,isdada
29,17,0,4,2,11,11,19,14,1,ishel
19,2,0,1,3,1,18,15,7,1,islandsyh
189,165,0,5,1,32,10,69,59,17,isno
4,2,0,0,0,0,15,13,2,14,isondada
5,19,0,2,2,8,49,10,2,11,ispooky
0,1,0,1,0,0,2,4,0,14,istarchan
353,55,0,7,1,20,123,587,130,7,isundefined
3,9,0,1,1,4,20,1,2,25,it-s-me-39
0,3,0,1,0,0,54,166,1,29,it919
880,298,0,7,3,44,43,139,238,23,italialu
13,12,0,18,10,26,32,34,4,7,italks
508,32,0,6,20,35,75,100,125,7,itansy
31,23,0,1,3,1,149,99,11,4,itbeihe
1,1,0,0,0,0,45,2,1,4,itfan
0,2,0,1,2,1,6,2,1,2,itgirl
48,21,0,6,0,45,76,27,14,21,iThinking
29,9,0,3,2,9,12,27,9,9,itissing
75,16,0,2,1,15,27,27,21,1,itman
1,2,0,0,0,0,1,1,0,3,itonghui
17,11,0,2,0,5,35,18,11,2,itree
50,50,0,0,10,3,101,22,10,4,itsir
0,3,0,0,0,0,10,14,0,4,itwk
9,3,0,0,0,0,5,6,1,20,iTwoEleven
1,2,0,1,2,0,7,11,1,1,itying-jian-gong-cheng-shi
297,26,0,1,0,4,8,742,152,2,it_withers
65,49,0,17,1,62,9,5,65,6,iugo
10,8,0,3,0,15,26,13,3,1,ivan-3
0,1,0,0,0,0,2,0,0,7,ivan-36
14,2,0,0,0,0,16,2,2,18,ivan-91
48,15,0,7,0,26,15,21,6,1,ivan.zhang
0,0,0,0,0,0,0,0,0,1,ivanchan
1,2,0,2,0,3,3,53,0,0,ivenchen
0,4,0,0,1,0,97,26,0,1,ivens
46,11,0,6,2,5,10,14,10,1,ivers
1,3,0,0,6,0,60,9,0,2,ivivien
20,5,0,8,0,9,30,79,5,11,ivy-li
3,2,0,0,0,0,2,0,1,42,ivy-liu
0,1,0,0,0,0,1,0,1,8,ivy722
65,27,0,1,1,0,19,14,12,1,ivykoo
25,15,0,4,0,10,8,13,17,11,ivyn
621,243,0,1,0,9,58,157,140,1,ivy_solo
8,2,0,0,0,0,2,0,0,3,iwahaha
0,3,0,2,0,0,6,2,0,3,iwangjun
43,31,0,2,3,4,87,51,22,3,iwanglian
17,2,0,0,0,0,1,1,4,5,iwaygo
52,12,0,17,0,71,100,118,21,70,IwfWcf
40,13,0,2,9,6,128,148,7,23,iwillgoon
5,2,0,13,1,20,439,56,6,23,iwiner
6,7,0,1,2,0,83,49,3,1,iWorldCry
20,6,0,395,1,1675,45,63,9,4,iwukai
1,2,0,5,0,20,103,25,0,1,ixiao
0,1,0,0,1,0,18,3,0,18,iyon
4,3,0,0,1,0,3,3,3,2,izanagi
4,5,0,2,0,8,17,13,3,8,izhaoji
73,33,0,9,4,51,23,58,16,3,izhouqian
2,4,0,0,4,0,13,5,3,9,izzie-71
1,9,0,4,0,9,28,13,3,13,j-aime-when
7,3,0,0,0,1,8,8,2,2,j-s-36
7,5,0,0,0,2,11,24,3,1,j-wu
150,75,0,11,7,44,107,138,70,4,j1anchao
0,2,0,0,0,0,53,4,0,1,ja-sagen
2,1,0,0,0,0,2,2,2,10,jabulani
0,1,0,0,1,0,10,2,0,0,jachin
83,14,0,2,12,27,79,167,60,24,jacinta-gu
0,0,0,0,5,0,26,0,0,3,jack-16
1,2,0,0,1,0,7,0,0,25,jack-50
0,0,0,0,0,0,0,0,0,0,jack-72
0,2,0,8,0,1,40,3,0,7,jack-92
1,1,0,0,0,0,3,2,0,10,jack-xu-56
7,4,0,5,0,17,8,27,0,46,jackacey
3,4,0,0,0,0,2,13,1,13,jackbillow
10,6,0,2,0,0,7,3,7,18,jackbook
0,2,0,1,0,0,12,3,0,1,jackeeyoo
2,4,0,0,0,2,8,31,2,6,jackgu
0,1,0,2,0,6,130,12,0,63,jackice-hoo
52,22,0,4,2,0,41,16,18,12,jackie-23
3,7,0,2,0,0,7,12,2,10,jackie-97
19,22,0,0,3,1,21,9,10,19,jackie-xie
7,9,0,4,4,17,123,46,2,7,jackiecheung
3459,155,0,3,3,10,79,149,485,32,jackieluo
3,8,0,0,0,0,37,5,5,2,jackierock
51,13,0,0,1,16,23,20,35,1,jacking
4,4,0,1,0,2,2,4,4,8,jackson-82
56,43,0,3,0,13,104,63,20,44,jackson7789
0,13,0,1,0,1,122,4,0,2,jackwei
69,41,0,8,2,24,10,11,16,14,jackwu-74
0,0,0,0,1,0,0,0,0,9,jacky-11
0,1,0,3,0,0,61,9,0,11,jacky-48
41,8,0,0,4,0,64,38,27,1,jacky-60
0,2,0,1,1,2,15,7,0,1,jacky-tam
